date,항구,total_weight,total_amount,trade_count,price_per_kg,region_id,weather_region,wind_speed,water_temp,month,weekday,season_peak
2023-03-25,통영,5660,29787000,30,5262.720848056537,1,통영,9.7,15.0,3,5,0
2023-03-26,통영,1220,5927000,16,4858.196721311476,1,통영,4.9,15.1,3,6,0
2023-03-27,통영,500,3230000,8,6460.0,1,통영,5.2,14.8,3,0,0
2023-03-28,통영,12260,78304000,62,6386.9494290375205,1,통영,3.5,15.0,3,1,0
2023-03-29,통영,4820,38266000,49,7939.004149377593,1,통영,2.5,15.4,3,2,0
2023-03-30,통영,4700,34619000,21,7365.744680851064,1,통영,1.7,15.1,3,3,0
2023-03-31,통영,5440,40276000,60,7403.676470588235,1,통영,4.9,15.1,3,4,0
2023-04-01,통영,26980,176096000,81,6526.908821349148,1,통영,7.8,14.8,4,5,0
2023-04-03,통영,13540,102066000,87,7538.109305760709,1,통영,12.6,14.1,4,0,0
2023-04-04,통영,5740,36063000,54,6282.752613240418,1,통영,7.6,15.2,4,1,0
2023-04-05,통영,12300,83989000,39,6828.373983739837,1,통영,10.9,16.1,4,2,0
2023-04-06,통영,680,3647000,11,5363.235294117647,1,통영,8.5,15.7,4,3,0
2023-04-13,통영,5060,37646000,45,7439.920948616601,1,통영,2.6,15.0,4,3,0
2023-04-14,통영,2580,18486000,47,7165.116279069767,1,통영,4.1,14.5,4,4,0
2023-04-15,통영,33040,239973000,97,7263.105326876514,1,통영,5.4,14.3,4,5,0
2023-04-20,통영,1940,14785000,23,7621.134020618557,1,통영,2.1,16.4,4,3,0
2023-04-21,통영,13200,106974000,94,8104.090909090909,1,통영,10.1,14.8,4,4,0
2023-04-22,통영,100,257000,5,2570.0,1,통영,12.9,14.3,4,5,0
2023-04-24,통영,1140,7290000,6,6394.736842105263,1,통영,9.7,14.6,4,0,0
2023-04-25,통영,3,20000,1,6666.666666666667,1,통영,7.6,14.2,4,1,0
2023-06-17,통영,20,37000,1,1850.0,1,통영,3.9,21.9,6,5,0
2023-06-20,통영,1180,9230000,6,7822.033898305085,1,통영,8.5,20.7,6,1,0
2023-06-21,통영,4080,28260000,10,6926.470588235294,1,통영,5.7,20.7,6,2,0
2023-06-22,통영,120,745000,2,6208.333333333333,1,통영,6.7,20.7,6,3,0
2023-06-23,통영,100,650000,4,6500.0,1,통영,3.7,21.2,6,4,0
2023-06-24,통영,20,80000,1,4000.0,1,통영,5.4,21.2,6,5,0
2023-06-26,통영,20,50000,1,2500.0,1,통영,6.5,20.9,6,0,0
2023-06-28,통영,20,120000,1,6000.0,1,통영,4.9,21.2,6,2,0
2023-06-29,통영,140,740000,6,5285.714285714285,1,통영,6.4,21.3,6,3,0
2023-07-03,통영,200,580000,3,2900.0,1,통영,2.2,22.9,7,0,0
2023-07-04,통영,20,90000,1,4500.0,1,통영,3.5,21.9,7,1,0
2023-07-05,통영,60,160000,3,2666.6666666666665,1,통영,6.8,21.8,7,2,0
2023-07-07,통영,20,45000,1,2250.0,1,통영,4.4,22.6,7,4,0
2023-07-10,통영,3,13000,1,4333.333333333333,1,통영,4.1,22.7,7,0,0
2023-07-11,통영,20,50000,1,2500.0,1,통영,5.5,22.9,7,1,0
2023-07-12,통영,20,60000,1,3000.0,1,통영,5.5,22.4,7,2,0
2023-07-13,통영,20,70000,1,3500.0,1,통영,5.3,22.6,7,3,0
2023-07-14,통영,300,1032000,10,3440.0,1,통영,8.0,21.9,7,4,0
2023-07-15,통영,280,877000,9,3132.1428571428573,1,통영,6.5,22.2,7,5,0
2023-07-21,통영,40,115000,2,2875.0,1,통영,4.0,23.5,7,4,0
2023-07-22,통영,100,378000,5,3780.0,1,통영,4.1,24.9,7,5,0
2023-07-23,통영,20,120000,1,6000.0,1,통영,5.3,24.0,7,6,0
2023-07-26,통영,40,160000,2,4000.0,1,통영,1.9,25.8,7,2,0
2023-07-27,통영,150,496000,6,3306.6666666666665,1,통영,1.6,26.0,7,3,0
2023-07-28,통영,375,1560000,9,4160.0,1,통영,1.6,27.8,7,4,0
2023-07-29,통영,160,613000,6,3831.25,1,통영,1.6,28.5,7,5,0
2023-07-30,통영,60,130000,2,2166.6666666666665,1,통영,1.6,28.1,7,6,0
2023-07-31,통영,53,260000,4,4905.66037735849,1,통영,2.5,28.1,7,0,0
2023-08-01,통영,1560,6805000,13,4362.179487179487,1,통영,5.9,27.9,8,1,0
2023-08-03,통영,465,1931000,14,4152.688172043011,1,통영,2.0,29.6,8,3,0
2023-08-04,통영,20,66000,1,3300.0,1,통영,2.5,29.5,8,4,0
2023-08-05,통영,320,1705000,7,5328.125,1,통영,4.6,29.1,8,5,0
2023-08-07,통영,545,3866000,7,7093.577981651376,1,통영,7.9,28.0,8,0,0
2023-08-08,통영,35,90000,2,2571.4285714285716,1,통영,10.4,28.1,8,1,0
2023-08-12,통영,40,152000,1,3800.0,1,통영,4.8,27.4,8,5,0
2023-08-16,통영,3,10000,1,3333.3333333333335,1,통영,2.7,28.4,8,2,0
2023-08-18,통영,15,30000,1,2000.0,1,통영,5.2,28.4,8,4,0
2023-08-21,통영,43,104000,3,2418.6046511627906,1,통영,2.7,29.4,8,0,0
2023-08-22,통영,20,47000,1,2350.0,1,통영,5.2,28.9,8,1,0
2023-08-23,통영,195,820000,6,4205.128205128205,1,통영,6.6,28.9,8,2,0
2023-08-24,통영,80,250000,2,3125.0,1,통영,9.2,28.5,8,3,0
2023-08-25,통영,3,26000,1,8666.666666666666,1,통영,5.8,28.3,8,4,0
2023-08-26,통영,140,580000,5,4142.857142857143,1,통영,4.1,28.6,8,5,0
2023-08-28,통영,140,353000,5,2521.4285714285716,1,통영,8.2,28.1,8,0,0
2023-09-07,통영,100,180000,3,1800.0,1,통영,8.2,27.2,9,3,1
2023-09-08,통영,80,247000,4,3087.5,1,통영,7.9,27.0,9,4,1
2023-09-09,통영,280,571000,8,2039.2857142857142,1,통영,5.2,27.1,9,5,1
2023-09-11,통영,1000,2523000,21,2523.0,1,통영,3.6,27.7,9,0,1
2023-09-12,통영,435,766000,10,1760.9195402298851,1,통영,1.6,27.9,9,1,1
2023-09-13,통영,2820,7333000,19,2600.354609929078,1,통영,4.4,27.9,9,2,1
2023-09-14,통영,1500,3314000,13,2209.3333333333335,1,통영,7.3,27.5,9,3,1
2023-09-15,통영,300,611000,8,2036.6666666666667,1,통영,7.0,27.2,9,4,1
2023-09-16,통영,440,799000,10,1815.909090909091,1,통영,4.1,27.3,9,5,1
2023-09-18,통영,400,665000,9,1662.5,1,통영,3.4,27.3,9,0,1
2023-09-19,통영,1043,1790000,13,1716.2032598274209,1,통영,4.0,27.2,9,1,1
2023-09-20,통영,470,960000,7,2042.5531914893618,1,통영,6.7,27.2,9,2,1
2023-09-21,통영,350,834000,13,2382.8571428571427,1,통영,10.3,27.3,9,3,1
2023-09-22,통영,300,765000,7,2550.0,1,통영,6.6,26.7,9,4,1
2023-09-23,통영,686,1294000,13,1886.2973760932944,1,통영,9.2,26.5,9,5,1
2023-09-25,통영,60,105000,3,1750.0,1,통영,8.1,25.5,9,0,1
2023-09-26,통영,103,281000,5,2728.1553398058254,1,통영,5.0,25.6,9,1,1
2023-09-27,통영,1006,1965000,17,1953.2803180914514,1,통영,6.4,25.4,9,2,1
2023-10-02,통영,540,1112000,15,2059.259259259259,1,통영,6.4,25.0,10,0,1
2023-10-03,통영,40,70000,1,1750.0,1,통영,7.7,24.5,10,1,1
2023-10-04,통영,140,447000,6,3192.8571428571427,1,통영,4.9,24.1,10,2,1
2023-10-05,통영,1880,4907000,20,2610.1063829787236,1,통영,7.8,23.9,10,3,1
2023-10-06,통영,100,282000,5,2820.0,1,통영,4.1,23.6,10,4,1
2023-10-07,통영,190,595000,9,3131.5789473684213,1,통영,7.1,23.6,10,5,1
2023-10-09,통영,180,569000,8,3161.1111111111113,1,통영,6.2,22.9,10,0,1
2023-10-10,통영,640,2009000,8,3139.0625,1,통영,6.0,22.0,10,1,1
2023-10-11,통영,560,1257000,9,2244.6428571428573,1,통영,8.2,22.2,10,2,1
2023-10-12,통영,1540,3513000,11,2281.1688311688313,1,통영,7.6,21.8,10,3,1
2023-10-13,통영,1626,7535000,16,4634.071340713407,1,통영,5.6,21.6,10,4,1
2023-10-14,통영,18260,61134000,23,3347.973713033954,1,통영,5.0,22.0,10,5,1
2023-10-16,통영,298,1028000,14,3449.6644295302012,1,통영,7.9,21.7,10,0,1
2023-10-17,통영,420,1175000,12,2797.6190476190477,1,통영,4.1,21.6,10,1,1
2023-10-18,통영,243,773000,10,3181.0699588477364,1,통영,3.0,21.5,10,2,1
2023-10-19,통영,203,908000,10,4472.906403940887,1,통영,5.8,21.3,10,3,1
2023-10-20,통영,1626,6314000,22,3883.148831488315,1,통영,9.7,21.0,10,4,1
2023-10-21,통영,121,218000,8,1801.6528925619834,1,통영,8.6,20.5,10,5,1
2023-10-23,통영,1855,9230000,26,4975.741239892183,1,통영,3.5,20.0,10,0,1
2023-10-24,통영,3363,16341000,29,4859.054415700268,1,통영,3.2,20.1,10,1,1
2023-10-25,통영,2620,6427000,35,2453.053435114504,1,통영,3.4,20.3,10,2,1
2023-10-26,통영,11238,48040000,86,4274.781989677878,1,통영,5.8,20.1,10,3,1
2023-10-27,통영,1561,6535000,35,4186.418962203716,1,통영,7.1,19.9,10,4,1
2023-10-28,통영,4560,18046000,75,3957.4561403508774,1,통영,2.1,20.0,10,5,1
2023-10-30,통영,4000,17631000,57,4407.75,1,통영,2.6,19.8,10,0,1
2023-10-31,통영,6103,28385000,49,4650.991315746354,1,통영,4.2,19.9,10,1,1
2023-11-01,통영,10629,49880000,70,4692.821526013736,1,통영,5.6,19.5,11,2,1
2023-11-02,통영,6160,29045000,50,4715.097402597403,1,통영,3.9,19.3,11,3,1
2023-11-03,통영,8900,39362000,73,4422.696629213483,1,통영,1.5,19.9,11,4,1
2023-11-04,통영,13000,51917000,99,3993.6153846153848,1,통영,4.2,20.7,11,5,1
2023-11-06,통영,4915,18480000,59,3759.9186164801627,1,통영,11.2,18.8,11,0,1
2023-11-07,통영,1689,4813000,23,2849.6151568975724,1,통영,8.8,18.1,11,1,1
2023-11-08,통영,1900,7968000,28,4193.684210526316,1,통영,4.0,18.0,11,2,1
2023-11-09,통영,2620,12935000,39,4937.022900763359,1,통영,2.8,18.7,11,3,1
2023-11-10,통영,7546,34968000,57,4633.978266631328,1,통영,7.3,18.0,11,4,1
2023-11-11,통영,9760,46508000,81,4765.163934426229,1,통영,6.3,18.4,11,5,1
2023-11-13,통영,7355,35462000,50,4821.481985044187,1,통영,6.7,17.2,11,0,1
2023-11-14,통영,14060,63633000,102,4525.817923186344,1,통영,4.6,17.6,11,1,1
2023-11-15,통영,1163,5107000,21,4391.229578675839,1,통영,3.1,17.6,11,2,1
2023-11-16,통영,16180,70868000,89,4379.975278121137,1,통영,5.7,17.5,11,3,1
2023-11-17,통영,8335,37495000,81,4498.500299940012,1,통영,10.3,16.2,11,4,1
2023-11-18,통영,1260,3343000,15,2653.1746031746034,1,통영,13.3,15.9,11,5,1
2023-11-20,통영,6380,34464000,26,5401.880877742947,1,통영,3.7,16.0,11,0,1
2023-11-21,통영,5544,27394000,65,4941.197691197691,1,통영,2.7,17.8,11,1,1
2023-11-22,통영,13969,71094000,97,5089.412270026487,1,통영,3.7,20.2,11,2,1
2023-11-23,통영,18155,84911000,112,4677.003580280914,1,통영,8.4,19.4,11,3,1
2023-11-24,통영,8170,32569000,90,3986.4137086903306,1,통영,10.4,16.5,11,4,1
2023-11-25,통영,5555,23613000,52,4250.7650765076505,1,통영,5.3,16.1,11,5,1
2023-11-27,통영,21160,94170000,71,4450.378071833648,1,통영,5.3,17.5,11,0,1
2023-11-28,통영,38604,160064000,120,4146.306082271267,1,통영,8.7,16.2,11,1,1
2023-11-29,통영,11920,54408000,73,4564.4295302013425,1,통영,6.7,16.0,11,2,1
2023-11-30,통영,23863,115117000,91,4824.0791183002975,1,통영,8.6,15.9,11,3,1
2023-12-01,통영,20575,99066000,103,4814.872417982989,1,통영,8.4,15.5,12,4,1
2023-12-02,통영,20860,96447000,81,4623.537871524449,1,통영,6.2,15.4,12,5,1
2023-12-04,통영,42905,175744000,101,4096.119333411024,1,통영,3.0,17.2,12,0,1
2023-12-05,통영,48384,196446000,110,4060.1438492063494,1,통영,3.6,17.4,12,1,1
2023-12-06,통영,29142,124708000,120,4279.321940841397,1,통영,7.5,17.2,12,2,1
2023-12-07,통영,42250,176367000,119,4174.366863905326,1,통영,7.7,15.3,12,3,1
2023-12-08,통영,13435,49498000,54,3684.2575362858206,1,통영,7.1,15.7,12,4,1
2023-12-09,통영,36120,159696000,191,4421.2624584717605,1,통영,1.4,15.3,12,5,1
2023-12-11,통영,17705,71414000,132,4033.549844676645,1,통영,7.6,16.1,12,0,1
2023-12-12,통영,10040,42502000,76,4233.266932270916,1,통영,6.8,15.8,12,1,1
2023-12-13,통영,4300,18615000,26,4329.069767441861,1,통영,7.6,16.3,12,2,1
2023-12-14,통영,9440,38311000,68,4058.3686440677966,1,통영,8.5,16.7,12,3,1
2023-12-15,통영,7620,33667000,104,4418.241469816273,1,통영,7.8,16.1,12,4,1
2023-12-16,통영,700,2094000,8,2991.4285714285716,1,통영,13.0,15.3,12,5,1
2023-12-18,통영,1540,7404000,38,4807.792207792208,1,통영,3.6,14.5,12,0,1
2023-12-19,통영,4480,22193000,45,4953.794642857143,1,통영,5.5,14.9,12,1,1
2023-12-20,통영,19063,87961000,140,4614.226512091486,1,통영,10.7,14.3,12,2,1
2023-12-21,통영,2375,11047000,23,4651.368421052632,1,통영,9.5,13.4,12,3,1
2023-12-22,통영,3800,18435000,22,4851.315789473684,1,통영,9.6,13.5,12,4,1
2023-12-23,통영,2280,10794000,23,4734.210526315789,1,통영,4.4,14.6,12,5,1
2023-12-29,통영,7035,33233000,61,4723.951670220327,1,통영,3.9,15.3,12,4,1
2024-01-04,통영,7178,31910000,50,4445.5280022290335,1,통영,5.5,14.2,1,3,0
2024-01-05,통영,30683,138781000,152,4523.058371084966,1,통영,5.3,13.7,1,4,0
2024-01-06,통영,17743,76987000,92,4339.006932311334,1,통영,6.9,15.1,1,5,0
2024-01-08,통영,16715,74625000,110,4464.552796889022,1,통영,3.7,12.9,1,0,0
2024-01-09,통영,25960,123534000,102,4758.628659476117,1,통영,4.5,13.3,1,1,0
2024-01-10,통영,12295,53108000,96,4319.479463196421,1,통영,6.8,13.2,1,2,0
2024-01-11,통영,14535,67849000,55,4667.973856209151,1,통영,8.1,13.2,1,3,0
2024-01-12,통영,13360,70343000,84,5265.194610778443,1,통영,8.2,14.1,1,4,0
2024-01-13,통영,15940,85677000,99,5374.968632371393,1,통영,3.5,14.4,1,5,0
2024-01-15,통영,9820,39771000,59,4050.0,1,통영,7.6,14.5,1,0,0
2024-01-16,통영,32180,157809000,120,4903.946550652579,1,통영,4.9,14.1,1,1,0
2024-01-17,통영,22560,144362000,107,6399.024822695035,1,통영,3.9,15.0,1,2,0
2024-01-18,통영,15890,88483000,89,5568.470736312146,1,통영,7.7,14.8,1,3,0
2024-01-19,통영,5100,28151000,82,5519.803921568628,1,통영,14.1,14.6,1,4,0
2024-01-20,통영,100,187000,4,1870.0,1,통영,14.0,12.5,1,5,0
2024-01-22,통영,31680,207593000,149,6552.809343434344,1,통영,13.0,12.9,1,0,0
2024-01-23,통영,16640,91831000,18,5518.689903846154,1,통영,13.2,11.9,1,1,0
2024-01-26,통영,37015,197240000,89,5328.65054707551,1,통영,4.4,12.7,1,4,0
2024-01-27,통영,44460,268760000,135,6044.9842555105715,1,통영,5.2,12.5,1,5,0
2024-01-29,통영,15840,92171000,76,5818.876262626262,1,통영,4.3,13.2,1,0,0
2024-01-30,통영,49640,309372000,138,6232.312651087833,1,통영,2.8,11.8,1,1,0
2024-01-31,통영,17180,95532000,92,5560.651920838184,1,통영,4.3,12.5,1,2,0
2024-02-01,통영,9495,46410000,52,4887.8357030015795,1,통영,8.1,12.2,2,3,0
2024-02-02,통영,16463,72280000,105,4390.451315070158,1,통영,8.7,12.4,2,4,0
2024-02-03,통영,7303,34872000,29,4775.023962755032,1,통영,9.6,12.8,2,5,0
2024-02-05,통영,15400,64731000,94,4203.311688311688,1,통영,12.0,12.7,2,0,0
2024-02-06,통영,6880,29790000,34,4329.941860465116,1,통영,4.7,13.1,2,1,0
2024-02-07,통영,23340,83895000,46,3594.473007712082,1,통영,4.6,12.9,2,2,0
2024-02-08,통영,38360,121215000,75,3159.932221063608,1,통영,3.4,12.9,2,3,0
2024-02-13,통영,10180,47534000,55,4669.351669941061,1,통영,5.1,12.0,2,1,0
2024-02-14,통영,24835,128980000,103,5193.476947855848,1,통영,3.7,12.4,2,2,0
2024-02-15,통영,8660,44599000,52,5150.0,1,통영,6.5,12.4,2,3,0
2024-02-16,통영,23300,106544000,87,4572.703862660945,1,통영,5.3,12.0,2,4,0
2024-02-17,통영,15120,72230000,72,4777.116402116402,1,통영,1.4,12.8,2,5,0
2024-02-19,통영,1380,3577000,19,2592.0289855072465,1,통영,9.0,15.4,2,0,0
2024-02-20,통영,380,712000,7,1873.6842105263158,1,통영,12.5,15.2,2,1,0
2024-02-21,통영,140,260000,3,1857.142857142857,1,통영,15.7,13.3,2,2,0
2024-02-23,통영,20,120000,1,6000.0,1,통영,10.8,13.3,2,4,0
2024-02-24,통영,4660,20827000,35,4469.31330472103,1,통영,11.6,13.2,2,5,0
2024-02-26,통영,68220,239360000,116,3508.648490178833,1,통영,7.3,13.8,2,0,0
2024-02-27,통영,27820,167948000,101,6036.951833213516,1,통영,10.2,13.5,2,1,0
2024-02-28,통영,1020,4032000,17,3952.9411764705883,1,통영,8.5,14.5,2,2,0
2024-02-29,통영,21160,159328000,83,7529.678638941399,1,통영,9.5,13.6,2,3,0
2024-03-01,통영,11480,74480000,112,6487.804878048781,1,통영,12.2,13.3,3,4,0
2024-03-02,통영,180,940000,6,5222.222222222223,1,통영,6.3,13.4,3,5,0
2024-03-04,통영,4060,23358000,60,5753.20197044335,1,통영,5.0,12.3,3,0,0
2024-03-05,통영,8210,54791000,110,6673.690621193667,1,통영,12.2,11.5,3,1,0
2024-03-06,통영,1860,11495000,37,6180.10752688172,1,통영,8.9,12.9,3,2,0
2024-03-07,통영,3940,30277000,46,7684.517766497462,1,통영,6.9,13.8,3,3,0
2024-03-08,통영,20800,159645000,162,7675.240384615385,1,통영,10.3,14.3,3,4,0
2024-03-11,통영,4300,30673000,77,7133.2558139534885,1,통영,3.9,13.9,3,0,0
2024-03-12,통영,3600,25039000,37,6955.277777777777,1,통영,5.9,13.8,3,1,0
2024-03-13,통영,31400,185778000,188,5916.496815286624,1,통영,6.6,13.6,3,2,0
2024-03-14,통영,1940,10555000,47,5440.721649484536,1,통영,5.9,14.4,3,3,0
2024-03-15,통영,8580,44920000,62,5235.431235431235,1,통영,5.9,14.4,3,4,0
2024-03-16,통영,3100,15844000,55,5110.967741935484,1,통영,3.4,14.2,3,5,0
2024-03-18,통영,18460,101790000,126,5514.084507042254,1,통영,5.0,14.2,3,0,0
2024-03-19,통영,6170,33831000,65,5483.144246353322,1,통영,9.5,13.5,3,1,0
2024-03-20,통영,4600,21022000,55,4570.0,1,통영,11.0,13.2,3,2,0
2024-03-21,통영,20,25000,1,1250.0,1,통영,4.5,13.8,3,3,0
2024-03-22,통영,8180,47494000,88,5806.112469437653,1,통영,8.3,14.9,3,4,0
2024-03-23,통영,5040,29191000,57,5791.8650793650795,1,통영,4.9,14.1,3,5,0
2024-03-25,통영,8220,53148000,90,6465.693430656935,1,통영,12.4,14.9,3,0,0
2024-03-26,통영,560,2687000,5,4798.214285714285,1,통영,7.4,14.0,3,1,0
2024-03-27,통영,20560,189169000,59,9200.826848249028,1,통영,2.8,14.0,3,2,0
2024-03-28,통영,18540,110053000,96,5935.976267529665,1,통영,8.0,14.3,3,3,0
2024-03-29,통영,3760,36340000,28,9664.893617021276,1,통영,8.8,14.4,3,4,0
2024-03-30,통영,36340,412471000,153,11350.330214639516,1,통영,5.2,14.0,3,5,0
2024-04-01,통영,13118,89057000,113,6788.91599329166,1,통영,3.4,14.5,4,0,0
2024-04-02,통영,10380,91803000,56,8844.21965317919,1,통영,3.8,14.8,4,1,0
2024-04-03,통영,5135,41406000,55,8063.4858812074,1,통영,7.9,15.5,4,2,0
2024-04-04,통영,7260,43855000,65,6040.633608815427,1,통영,8.5,15.6,4,3,0
2024-04-05,통영,2400,26275000,16,10947.916666666666,1,통영,8.5,15.3,4,4,0
2024-04-06,통영,20,66000,1,3300.0,1,통영,2.5,15.7,4,5,0
2024-04-08,통영,34600,289988000,106,8381.156069364162,1,통영,3.0,16.8,4,0,0
2024-04-09,통영,1595,9569000,26,5999.373040752351,1,통영,10.3,16.2,4,1,0
2024-04-10,통영,3580,29542000,32,8251.95530726257,1,통영,5.9,15.7,4,2,0
2024-04-13,통영,1700,12433000,40,7313.529411764706,1,통영,1.4,16.7,4,5,0
2024-04-15,통영,4780,35507000,88,7428.242677824268,1,통영,6.8,15.5,4,0,0
2024-04-16,통영,380,2340000,12,6157.894736842105,1,통영,4.6,15.2,4,1,0
2024-04-18,통영,3260,26858000,43,8238.650306748466,1,통영,2.3,16.5,4,3,0
2024-04-19,통영,4220,28856000,47,6837.914691943128,1,통영,2.3,16.3,4,4,0
2024-04-20,통영,8000,53754000,60,6719.25,1,통영,5.5,15.9,4,5,0
2024-04-22,통영,6160,34973000,70,5677.435064935065,1,통영,7.6,15.4,4,0,0
2024-04-23,통영,480,1432000,14,2983.3333333333335,1,통영,11.6,15.1,4,1,0
2024-04-24,통영,1000,5325000,8,5325.0,1,통영,5.3,15.2,4,2,0
2024-04-25,통영,320,1440000,3,4500.0,1,통영,4.0,15.8,4,3,0
2024-04-26,통영,2380,15856000,16,6662.18487394958,1,통영,2.1,16.2,4,4,0
2024-04-27,통영,3820,23411000,31,6128.534031413613,1,통영,1.9,17.1,4,5,0
2024-04-30,통영,60,60000,1,1000.0,1,통영,3.2,16.4,4,1,0
2024-05-01,통영,580,2577000,8,4443.103448275862,1,통영,10.9,15.9,5,2,0
