region_name,date,wind_speed,water_temp
거제도,2023-06-10,2.1,20.7
거제도,2023-06-11,2.3,21.2
거제도,2023-06-12,2.9,21.9
거제도,2023-06-13,2.7,22.3
거제도,2023-06-14,2.3,22.1
거제도,2023-06-15,3.6,22.4
거제도,2023-06-16,4.4,21.9
거제도,2023-06-17,5.0,20.5
거제도,2023-06-18,4.6,21.2
거제도,2023-06-19,7.0,21.2
거제도,2023-06-20,7.7,21.3
거제도,2023-06-21,6.0,21.3
거제도,2023-06-22,4.5,21.8
거제도,2023-06-23,4.0,21.8
거제도,2023-06-24,4.6,21.7
거제도,2023-06-25,3.5,21.7
거제도,2023-06-26,7.8,21.6
거제도,2023-06-27,6.8,20.9
거제도,2023-06-28,4.2,21.4
거제도,2023-06-29,7.2,21.0
거제도,2023-06-30,5.6,20.9
거제도,2023-07-01,3.5,21.5
거제도,2023-07-02,3.4,22.0
거제도,2023-07-03,2.6,22.6
거제도,2023-07-04,1.6,22.8
거제도,2023-07-05,7.9,21.1
거제도,2023-07-06,5.1,21.0
거제도,2023-07-07,3.9,22.0
거제도,2023-07-08,2.3,22.1
거제도,2023-07-09,2.5,22.5
거제도,2023-07-10,4.4,22.1
거제도,2023-07-11,5.7,21.8
거제도,2023-07-12,5.4,21.1
거제도,2023-07-13,5.3,21.3
거제도,2023-07-14,8.6,20.9
거제도,2023-07-15,7.7,19.2
거제도,2023-07-16,4.6,21.1
거제도,2023-07-17,3.0,23.0
거제도,2023-07-18,5.3,23.1
거제도,2023-07-19,4.4,22.3
거제도,2023-07-20,1.7,22.8
거제도,2023-07-21,4.0,23.8
거제도,2023-07-22,4.0,23.9
거제도,2023-07-23,6.5,24.7
거제도,2023-07-24,4.9,23.8
거제도,2023-07-25,2.6,24.0
거제도,2023-07-26,1.6,26.2
거제도,2023-07-27,2.1,26.9
거제도,2023-07-28,1.5,27.3
거제도,2023-07-29,1.6,27.6
거제도,2023-07-30,1.7,28.9
거제도,2023-07-31,2.8,28.9
거제도,2023-08-01,5.6,28.4
거제도,2023-08-02,2.9,27.6
거제도,2023-08-03,1.3,27.8
거제도,2023-08-04,1.8,28.8
거제도,2023-08-05,4.5,29.2
거제도,2023-08-06,7.9,29.4
거제도,2023-08-07,9.9,28.8
거제도,2023-08-08,12.3,28.4
거제도,2023-08-09,15.2,27.5
거제도,2023-08-10,13.5,26.7
거제도,2023-08-11,5.4,27.6
거제도,2023-08-12,4.8,27.1
거제도,2023-08-13,5.1,27.2
거제도,2023-08-14,7.7,27.2
거제도,2023-08-15,6.5,26.8
거제도,2023-08-16,4.0,27.0
거제도,2023-08-17,7.1,27.2
거제도,2023-08-18,5.1,27.2
거제도,2023-08-19,5.4,27.3
거제도,2023-08-20,3.8,27.8
거제도,2023-08-21,1.7,28.9
거제도,2023-08-22,3.9,28.7
거제도,2023-08-23,5.4,28.6
거제도,2023-08-24,9.6,28.8
거제도,2023-08-25,6.1,27.3
거제도,2023-08-26,4.3,28.0
거제도,2023-08-27,8.6,28.6
거제도,2023-08-28,8.3,28.2
거제도,2023-08-29,8.1,28.0
거제도,2023-08-30,5.1,27.5
거제도,2023-08-31,3.9,27.9
거제도,2023-09-01,5.3,26.8
거제도,2023-09-02,4.7,27.0
거제도,2023-09-03,5.7,27.4
거제도,2023-09-04,8.1,27.2
거제도,2023-09-05,10.0,27.6
거제도,2023-09-06,9.9,27.8
거제도,2023-09-07,11.0,27.6
거제도,2023-09-08,9.2,27.3
거제도,2023-09-09,5.9,27.1
거제도,2023-09-10,6.4,27.1
거제도,2023-09-11,3.8,26.1
거제도,2023-09-12,1.5,27.2
거제도,2023-09-13,3.8,27.4
거제도,2023-09-14,8.4,27.6
거제도,2023-09-15,7.1,27.6
거제도,2023-09-16,4.1,27.4
거제도,2023-09-17,7.0,27.4
거제도,2023-09-18,3.5,27.2
거제도,2023-09-19,4.5,26.3
거제도,2023-09-20,5.6,26.1
거제도,2023-09-21,10.4,25.9
거제도,2023-09-22,6.8,26.5
거제도,2023-09-23,9.9,26.6
거제도,2023-09-24,13.0,26.4
거제도,2023-09-25,8.9,26.0
거제도,2023-09-26,4.5,25.9
거제도,2023-09-27,5.6,25.3
거제도,2023-09-28,4.3,25.1
거제도,2023-09-29,3.2,25.3
거제도,2023-09-30,4.9,25.2
거제도,2023-10-01,5.4,25.7
거제도,2023-10-02,5.9,24.9
거제도,2023-10-03,7.2,24.7
거제도,2023-10-04,5.6,24.6
거제도,2023-10-05,7.0,24.7
거제도,2023-10-06,4.0,24.2
거제도,2023-10-07,7.4,23.6
거제도,2023-10-08,9.9,23.6
거제도,2023-10-09,7.1,23.2
거제도,2023-10-10,7.0,23.0
거제도,2023-10-11,8.6,22.9
거제도,2023-10-12,8.2,22.6
거제도,2023-10-13,6.2,22.0
거제도,2023-10-14,4.7,22.0
거제도,2023-10-15,6.2,21.4
거제도,2023-10-16,4.3,21.7
거제도,2023-10-17,4.9,21.8
거제도,2023-10-18,4.3,22.1
거제도,2023-10-19,6.6,21.6
거제도,2023-10-20,8.2,21.3
거제도,2023-10-21,8.3,21.5
거제도,2023-10-22,4.4,21.7
거제도,2023-10-23,4.1,21.2
거제도,2023-10-24,3.5,20.6
거제도,2023-10-25,3.4,20.4
거제도,2023-10-26,4.3,20.6
거제도,2023-10-27,6.2,20.2
거제도,2023-10-28,3.2,19.8
거제도,2023-10-29,5.3,20.7
거제도,2023-10-30,3.2,20.0
거제도,2023-10-31,4.3,19.6
거제도,2023-11-01,7.7,19.4
거제도,2023-11-02,6.4,19.6
거제도,2023-11-03,3.6,20.0
거제도,2023-11-04,4.3,19.7
거제도,2023-11-05,5.9,20.5
거제도,2023-11-06,11.2,19.3
거제도,2023-11-07,6.7,18.7
거제도,2023-11-08,5.9,18.3
거제도,2023-11-09,2.8,19.5
거제도,2023-11-10,7.6,18.9
거제도,2023-11-11,5.9,19.0
거제도,2023-11-12,9.6,18.6
거제도,2023-11-13,7.9,18.6
거제도,2023-11-14,5.0,19.7
거제도,2023-11-15,4.9,20.9
거제도,2023-11-16,5.6,20.1
거제도,2023-11-17,8.2,18.3
거제도,2023-11-18,9.5,18.3
거제도,2023-11-19,6.9,19.5
거제도,2023-11-20,4.3,18.7
거제도,2023-11-21,4.9,18.2
거제도,2023-11-22,4.2,18.6
거제도,2023-11-23,7.6,18.5
거제도,2023-11-24,8.2,19.8
거제도,2023-11-25,6.8,19.3
거제도,2023-11-26,4.7,18.7
거제도,2023-11-27,5.5,19.3
거제도,2023-11-28,8.0,19.7
거제도,2023-11-29,4.9,18.2
거제도,2023-11-30,7.9,16.5
거제도,2023-12-01,7.1,16.6
거제도,2023-12-02,8.0,16.6
거제도,2023-12-03,3.6,16.0
거제도,2023-12-04,4.4,17.7
거제도,2023-12-05,3.3,19.2
거제도,2023-12-06,6.8,18.5
거제도,2023-12-07,6.3,17.7
거제도,2023-12-08,7.2,17.7
거제도,2023-12-09,4.2,16.6
거제도,2023-12-10,8.1,18.0
거제도,2023-12-11,8.7,19.3
거제도,2023-12-12,9.9,18.2
거제도,2023-12-13,7.5,18.7
거제도,2023-12-14,8.3,18.1
거제도,2023-12-15,7.2,17.3
거제도,2023-12-16,9.4,16.9
거제도,2023-12-17,7.2,15.9
거제도,2023-12-18,7.7,16.1
거제도,2023-12-19,6.2,16.3
거제도,2023-12-20,7.1,15.7
거제도,2023-12-21,7.4,17.0
거제도,2023-12-22,8.4,17.1
거제도,2023-12-24,4.2,16.2
거제도,2023-12-25,4.8,16.2
거제도,2023-12-26,4.4,15.8
거제도,2023-12-27,4.8,16.4
거제도,2023-12-29,5.1,16.4
거제도,2023-12-31,8.2,15.2
거제도,2024-01-01,6.6,15.5
거제도,2024-01-02,6.7,15.1
거제도,2024-01-03,6.8,15.0
거제도,2024-01-04,6.0,16.0
거제도,2024-01-05,8.3,15.6
거제도,2024-01-06,5.3,15.5
거제도,2024-01-07,7.0,16.0
거제도,2024-01-08,5.0,15.5
거제도,2024-01-09,3.6,15.4
거제도,2024-01-10,8.3,16.1
거제도,2024-01-11,6.7,16.7
거제도,2024-01-12,5.3,16.8
거제도,2024-01-13,6.1,16.6
거제도,2024-01-14,7.0,15.9
거제도,2024-01-15,8.4,15.1
거제도,2024-01-16,5.5,15.1
거제도,2024-01-17,2.0,15.6
거제도,2024-01-18,8.9,15.9
거제도,2024-01-19,13.9,14.4
거제도,2024-01-20,14.1,14.7
거제도,2024-01-21,8.5,15.2
거제도,2024-01-22,8.3,15.7
거제도,2024-01-23,8.1,16.0
거제도,2024-01-24,7.4,15.9
거제도,2024-01-25,5.9,15.9
거제도,2024-01-26,6.9,15.9
거제도,2024-01-27,5.5,15.8
거제도,2024-01-28,6.9,15.4
거제도,2024-01-29,4.1,15.2
거제도,2024-01-30,3.7,14.7
거제도,2024-01-31,3.1,15.5
거제도,2024-02-01,9.3,15.8
거제도,2024-02-02,9.1,15.9
거제도,2024-02-03,9.7,15.6
거제도,2024-02-04,10.5,15.3
거제도,2024-02-05,13.5,14.7
거제도,2024-02-06,5.8,14.5
거제도,2024-02-07,5.0,14.5
거제도,2024-02-08,3.9,14.3
거제도,2024-02-09,6.0,14.6
거제도,2024-02-10,6.6,14.4
거제도,2024-02-11,7.1,14.1
거제도,2024-02-12,5.2,14.0
거제도,2024-02-13,4.8,13.7
거제도,2024-02-14,5.0,14.9
거제도,2024-02-15,7.0,15.6
거제도,2024-02-16,6.1,15.3
거제도,2024-02-17,2.6,14.9
거제도,2024-02-18,4.6,14.4
거제도,2024-02-19,9.3,13.8
거제도,2024-02-20,13.0,15.5
거제도,2024-02-21,14.8,15.2
거제도,2024-02-22,14.8,15.2
거제도,2024-02-23,12.4,15.7
거제도,2024-02-24,10.8,15.8
거제도,2024-02-25,8.5,15.8
거제도,2024-02-26,9.6,15.6
거제도,2024-02-27,9.8,15.5
거제도,2024-02-28,7.9,15.2
거제도,2024-02-29,8.9,14.9
거제도,2024-03-01,8.8,14.4
거제도,2024-03-02,8.6,14.2
거제도,2024-03-03,8.8,13.9
거제도,2024-03-04,4.3,13.6
거제도,2024-03-05,12.7,13.7
거제도,2024-03-06,10.8,13.8
거제도,2024-03-07,7.0,13.7
거제도,2024-03-08,8.0,13.6
거제도,2024-03-09,5.1,13.6
거제도,2024-03-10,4.1,13.8
거제도,2024-03-11,3.3,13.9
거제도,2024-03-12,5.6,14.5
거제도,2024-03-13,5.6,14.5
거제도,2024-03-14,5.8,13.9
거제도,2024-03-15,4.9,13.9
거제도,2024-03-16,3.7,14.3
거제도,2024-03-17,6.7,13.8
거제도,2024-03-18,5.8,14.7
거제도,2024-03-19,9.7,14.7
거제도,2024-03-20,8.0,14.5
거제도,2024-03-21,6.0,14.4
거제도,2024-03-22,6.9,14.4
거제도,2024-03-23,6.3,13.7
거제도,2024-03-24,12.2,14.4
거제도,2024-03-25,12.2,15.5
거제도,2024-03-26,10.1,15.8
거제도,2024-03-27,2.9,16.0
거제도,2024-03-28,8.5,15.5
거제도,2024-03-29,9.2,15.0
거제도,2024-03-30,5.5,15.1
거제도,2024-03-31,5.4,15.5
거제도,2024-04-01,3.6,16.1
거제도,2024-04-02,3.0,16.1
거제도,2024-04-03,8.3,16.0
거제도,2024-04-04,10.3,15.8
거제도,2024-04-05,7.9,15.5
거제도,2024-04-06,3.1,15.5
거제도,2024-04-07,2.4,15.8
거제도,2024-04-08,2.9,15.7
거제도,2024-04-09,11.6,16.0
거제도,2024-04-10,5.6,16.1
거제도,2024-04-11,2.7,15.6
거제도,2024-04-12,2.1,16.7
거제도,2024-04-13,1.9,17.1
거제도,2024-04-14,3.3,17.3
거제도,2024-04-15,3.6,16.7
거제도,2024-04-16,6.3,16.3
거제도,2024-04-17,3.7,16.3
거제도,2024-04-18,3.6,16.6
거제도,2024-04-19,4.3,16.8
거제도,2024-04-20,5.6,16.5
거제도,2024-04-21,7.4,15.8
거제도,2024-04-22,9.1,15.5
거제도,2024-04-23,11.7,16.2
거제도,2024-04-24,4.8,16.3
거제도,2024-04-25,5.2,16.6
거제도,2024-04-26,3.8,16.3
거제도,2024-04-27,2.7,16.7
거제도,2024-04-28,3.5,17.2
거제도,2024-04-29,11.0,16.6
거제도,2024-04-30,4.7,16.6
거제도,2024-05-01,11.7,16.4
거제도,2024-05-02,6.0,16.6
거제도,2024-05-03,1.8,17.6
거제도,2024-05-04,2.3,18.2
거제도,2024-05-05,7.1,17.5
거제도,2024-05-06,8.7,16.0
거제도,2024-05-07,9.5,16.1
거제도,2024-05-08,10.5,16.4
거제도,2024-05-09,4.7,16.7
거제도,2024-05-10,4.3,16.7
거제도,2024-05-11,6.6,16.6
거제도,2024-05-12,4.5,17.0
거제도,2024-05-13,4.2,17.7
거제도,2024-05-14,3.5,18.1
거제도,2024-05-15,6.7,17.5
거제도,2024-05-16,9.8,17.2
거제도,2024-05-17,6.2,17.0
거제도,2024-05-18,3.3,17.6
거제도,2024-05-19,3.1,18.2
거제도,2024-05-20,3.7,18.7
거제도,2024-05-21,9.6,17.9
거제도,2024-05-22,4.2,18.2
거제도,2024-05-23,4.1,18.4
거제도,2024-05-24,7.2,18.2
거제도,2024-05-25,8.5,18.3
거제도,2024-05-26,4.6,18.5
거제도,2024-05-27,5.1,18.5
거제도,2024-05-28,8.7,18.5
거제도,2024-05-29,3.0,19.0
거제도,2024-05-30,2.1,19.1
거제도,2024-05-31,5.4,18.8
거제도,2024-06-01,3.5,19.2
거제도,2024-06-02,4.1,19.7
거제도,2024-06-03,6.0,19.9
거제도,2024-06-04,7.3,19.9
거제도,2024-06-05,5.4,20.2
거제도,2024-06-06,2.7,20.3
거제도,2024-06-07,1.9,20.6
거제도,2024-06-08,3.3,20.3
거제도,2024-06-09,3.1,20.2
거제도,2024-06-10,4.4,20.2
거제도,2024-06-11,6.2,20.2
거제도,2024-06-12,5.1,20.2
거제도,2024-06-13,2.2,21.5
거제도,2024-06-14,2.4,22.6
거제도,2024-06-15,3.5,22.7
거제도,2024-06-16,3.6,22.4
거제도,2024-06-17,3.0,22.2
거제도,2024-06-18,3.6,22.4
거제도,2024-06-19,3.9,22.8
거제도,2024-06-20,3.8,22.5
거제도,2024-06-21,3.3,22.8
거제도,2024-06-22,6.1,22.0
거제도,2024-06-23,6.9,20.4
거제도,2024-06-24,5.2,19.7
거제도,2024-06-25,4.5,19.9
거제도,2024-06-26,1.6,21.5
거제도,2024-06-27,2.6,21.7
거제도,2024-06-28,3.1,22.5
거제도,2024-06-29,6.0,21.8
거제도,2024-06-30,9.7,19.7
거제도,2024-07-01,5.3,19.9
거제도,2024-07-02,5.8,20.0
거제도,2024-07-03,7.9,20.8
거제도,2024-07-04,6.7,21.3
거제도,2024-07-05,6.9,21.1
거제도,2024-07-06,7.1,21.3
거제도,2024-07-07,5.8,20.6
거제도,2024-07-08,6.2,21.1
거제도,2024-07-09,4.9,20.6
거제도,2024-07-10,8.0,19.4
거제도,2024-07-11,1.5,20.7
거제도,2024-07-12,3.3,21.7
거제도,2024-07-13,1.8,21.9
거제도,2024-07-14,4.8,22.0
거제도,2024-07-15,5.5,21.3
거제도,2024-07-16,2.7,21.7
거제도,2024-07-17,3.8,22.6
거제도,2024-07-18,6.7,22.1
거제도,2024-07-19,5.1,21.8
거제도,2024-07-20,4.3,22.0
거제도,2024-07-21,5.1,22.1
거제도,2024-07-22,4.1,23.5
거제도,2024-07-23,3.5,23.1
거제도,2024-07-24,4.2,23.7
거제도,2024-07-25,1.8,25.4
거제도,2024-07-26,2.9,24.6
거제도,2024-07-27,2.8,25.3
거제도,2024-07-28,2.8,26.6
거제도,2024-07-29,6.7,24.8
거제도,2024-07-30,6.5,24.3
거제도,2024-07-31,5.4,24.0
거제도,2024-08-01,4.3,25.9
거제도,2024-08-02,4.2,25.7
거제도,2024-08-03,4.5,27.2
거제도,2024-08-04,3.9,28.7
거제도,2024-08-05,4.8,28.2
거제도,2024-08-06,4.1,29.0
거제도,2024-08-07,2.5,30.3
거제도,2024-08-08,3.7,29.1
거제도,2024-08-09,3.0,28.8
거제도,2024-08-10,3.9,27.8
거제도,2024-08-11,5.5,28.7
거제도,2024-08-12,7.0,28.8
거제도,2024-08-13,8.1,29.9
거제도,2024-08-14,7.8,30.0
거제도,2024-08-15,8.0,29.9
거제도,2024-08-16,7.2,30.1
거제도,2024-08-17,6.3,30.0
거제도,2024-08-18,6.7,29.9
거제도,2024-08-19,5.5,29.7
거제도,2024-08-20,8.6,29.0
거제도,2024-08-21,6.9,28.6
거제도,2024-08-22,7.1,27.5
거제도,2024-08-23,4.9,27.7
거제도,2024-08-24,3.6,29.3
거제도,2024-08-25,2.4,29.4
거제도,2024-08-26,4.0,29.5
거제도,2024-08-27,9.5,29.1
거제도,2024-08-28,13.3,27.6
거제도,2024-08-29,13.6,27.3
거제도,2024-08-30,6.7,27.1
거제도,2024-08-31,4.8,27.4
거제도,2024-09-01,3.9,28.1
거제도,2024-09-02,4.0,28.4
거제도,2024-09-03,10.3,27.8
거제도,2024-09-04,7.8,27.6
거제도,2024-09-05,4.2,28.1
거제도,2024-09-06,4.9,28.2
거제도,2024-09-07,4.4,28.6
거제도,2024-09-08,3.5,28.8
거제도,2024-09-09,8.3,28.9
거제도,2024-09-10,6.9,28.7
거제도,2024-09-11,3.3,28.4
거제도,2024-09-12,5.7,29.2
거제도,2024-09-13,3.5,29.4
거제도,2024-09-14,5.1,29.2
거제도,2024-09-15,10.5,29.4
거제도,2024-09-16,10.0,29.1
거제도,2024-09-17,4.6,29.0
거제도,2024-09-18,3.5,29.2
거제도,2024-09-19,4.1,29.1
거제도,2024-09-20,6.3,28.6
거제도,2024-09-21,9.3,27.3
거제도,2024-09-22,10.2,27.8
거제도,2024-09-23,12.2,27.6
거제도,2024-09-24,10.2,27.3
거제도,2024-09-25,7.5,26.7
거제도,2024-09-26,4.6,26.8
거제도,2024-09-27,6.8,26.5
거제도,2024-09-28,9.8,26.4
거제도,2024-09-29,10.9,26.1
거제도,2024-09-30,5.8,25.9
거제도,2024-10-01,5.1,26.2
거제도,2024-10-02,9.6,26.0
거제도,2024-10-03,12.4,25.9
거제도,2024-10-04,8.9,25.7
거제도,2024-10-05,9.0,25.0
거제도,2024-10-06,6.9,24.3
거제도,2024-10-07,5.8,24.3
거제도,2024-10-08,7.2,24.9
거제도,2024-10-09,10.3,24.4
거제도,2024-10-10,5.9,24.2
거제도,2024-10-11,3.7,24.3
거제도,2024-10-12,4.1,24.5
거제도,2024-10-13,8.3,24.7
거제도,2024-10-14,4.2,24.3
거제도,2024-10-15,6.2,24.0
거제도,2024-10-16,8.2,25.6
거제도,2024-10-17,9.1,24.7
거제도,2024-10-18,7.8,24.2
거제도,2024-10-19,11.6,24.0
거제도,2024-10-20,14.6,23.9
거제도,2024-10-21,7.2,23.4
거제도,2024-10-22,7.4,23.9
거제도,2024-10-23,7.0,23.9
거제도,2024-10-24,6.9,24.0
거제도,2024-10-25,10.5,23.6
거제도,2024-10-26,9.3,23.1
거제도,2024-10-27,4.5,22.5
거제도,2024-10-28,8.7,21.9
거제도,2024-10-29,10.4,22.3
거제도,2024-10-30,6.8,22.4
거제도,2024-10-31,7.8,22.1
거제도,2024-11-01,8.7,22.4
거제도,2024-11-02,10.9,23.6
거제도,2024-11-03,6.7,21.9
거제도,2024-11-04,4.6,21.9
거제도,2024-11-05,7.4,22.0
거제도,2024-11-06,9.4,21.4
거제도,2024-11-07,6.5,21.7
거제도,2024-11-08,6.2,22.8
거제도,2024-11-09,7.7,21.7
거제도,2024-11-10,5.6,20.5
거제도,2024-11-11,6.3,21.1
거제도,2024-11-12,4.5,20.6
거제도,2024-11-13,8.2,20.6
거제도,2024-11-14,6.3,21.8
거제도,2024-11-15,6.2,21.7
거제도,2024-11-16,5.4,20.6
거제도,2024-11-17,8.2,20.8
거제도,2024-11-18,10.2,20.4
거제도,2024-11-19,7.4,20.5
거제도,2024-11-20,5.8,20.5
거제도,2024-11-21,6.2,20.8
거제도,2024-11-22,6.2,19.5
거제도,2024-11-23,9.3,21.7
거제도,2024-11-24,6.5,21.6
거제도,2024-11-25,6.6,20.7
거제도,2024-11-26,11.1,19.6
거제도,2024-11-27,10.8,19.4
거제도,2024-11-28,10.6,18.8
거제도,2024-11-29,7.6,18.2
거제도,2024-11-30,6.5,17.8
거제도,2024-12-01,3.6,17.8
거제도,2024-12-02,5.7,17.6
거제도,2024-12-03,6.5,18.4
거제도,2024-12-04,6.0,17.4
거제도,2024-12-05,7.1,18.3
거제도,2024-12-06,7.1,19.0
거제도,2024-12-07,6.9,19.1
거제도,2024-12-08,8.1,17.7
거제도,2024-12-09,5.7,16.3
거제도,2024-12-10,5.2,17.3
거제도,2024-12-11,5.4,16.8
거제도,2024-12-12,7.4,17.2
거제도,2024-12-13,7.6,17.1
거제도,2024-12-14,8.8,16.6
거제도,2024-12-15,7.0,18.2
거제도,2024-12-16,6.1,18.1
거제도,2024-12-17,6.1,17.5
거제도,2024-12-18,7.5,16.6
거제도,2024-12-19,6.4,16.0
거제도,2024-12-20,5.3,16.1
거제도,2024-12-21,9.1,16.7
거제도,2024-12-22,9.7,16.3
거제도,2024-12-23,7.9,16.0
거제도,2024-12-24,4.8,15.8
거제도,2024-12-25,5.3,15.8
거제도,2024-12-26,6.6,16.4
거제도,2024-12-27,7.6,15.8
거제도,2024-12-28,8.9,15.7
거제도,2024-12-29,5.3,15.9
거제도,2024-12-30,7.4,15.7
거제도,2024-12-31,6.5,15.1
거제도,2025-01-01,5.6,15.2
거제도,2025-01-02,5.1,14.9
거제도,2025-01-03,7.6,14.7
거제도,2025-01-04,4.7,14.6
거제도,2025-01-05,4.6,14.5
거제도,2025-01-06,7.8,15.5
거제도,2025-01-07,8.6,15.6
거제도,2025-01-08,7.9,15.0
거제도,2025-01-09,8.5,14.9
거제도,2025-01-10,8.7,15.6
